file_path,label
/Users/y/Documents/dev/DD-pose-classification/dataset/9/8.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/9.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/14.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/15.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/17.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/16.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/12.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/13.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/11.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/10.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/18.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/4.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/5.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/7.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/6.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/2.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/3.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/9/1.png,9
/Users/y/Documents/dev/DD-pose-classification/dataset/0/8.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/9.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/14.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/15.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/17.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/16.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/12.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/13.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/11.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/10.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/21.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/20.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/22.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/23.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/18.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/19.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/4.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/5.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/7.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/6.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/2.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/3.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/0/1.png,0
/Users/y/Documents/dev/DD-pose-classification/dataset/7/8.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/9.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/14.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/15.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/17.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/16.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/12.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/13.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/11.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/10.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/21.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/20.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/22.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/23.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/18.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/24.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/19.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/4.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/5.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/7.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/6.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/2.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/3.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/7/1.png,7
/Users/y/Documents/dev/DD-pose-classification/dataset/6/8.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/9.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/14.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/15.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/17.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/16.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/12.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/13.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/11.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/10.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/21.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/20.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/22.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/23.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/26.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/18.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/24.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/25.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/19.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/4.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/5.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/7.png,6
/Users/y/Documents/dev/DD-pose-classification/dataset/6/6.png,6
